y (m), Iteration 2 / TriUni / -20.00°_11.00m/s, y (m), Iteration 2 / TriUni / -19.00°_11.00m/s, y (m), Iteration 2 / TriUni / -18.00°_11.00m/s, y (m), Iteration 2 / TriUni / -17.00°_11.00m/s, y (m), Iteration 2 / TriUni / -16.00°_11.00m/s, y (m), Iteration 2 / TriUni / -15.00°_11.00m/s, y (m), Iteration 2 / TriUni / -14.00°_11.00m/s, y (m), Iteration 2 / TriUni / -13.00°_11.00m/s, y (m), Iteration 2 / TriUni / -12.00°_11.00m/s, y (m), Iteration 2 / TriUni / -11.00°_11.00m/s, y (m), Iteration 2 / TriUni / -10.00°_11.00m/s, y (m), Iteration 2 / TriUni / -9.00°_11.00m/s, y (m), Iteration 2 / TriUni / -8.00°_11.00m/s, y (m), Iteration 2 / TriUni / -7.00°_11.00m/s, y (m), Iteration 2 / TriUni / -6.00°_11.00m/s, y (m), Iteration 2 / TriUni / -5.00°_11.00m/s, y (m), Iteration 2 / TriUni / -4.00°_11.00m/s, y (m), Iteration 2 / TriUni / -3.00°_11.00m/s, y (m), Iteration 2 / TriUni / -2.00°_11.00m/s, y (m), Iteration 2 / TriUni / -1.00°_11.00m/s, y (m), Iteration 2 / TriUni /  0.00°_11.00m/s, y (m), Iteration 2 / TriUni /  1.00°_11.00m/s, y (m), Iteration 2 / TriUni /  2.00°_11.00m/s, y (m), Iteration 2 / TriUni /  3.00°_11.00m/s, y (m), Iteration 2 / TriUni /  4.00°_11.00m/s, y (m), Iteration 2 / TriUni /  5.00°_11.00m/s, y (m), Iteration 2 / TriUni /  6.00°_11.00m/s, y (m), Iteration 2 / TriUni /  7.00°_11.00m/s, y (m), Iteration 2 / TriUni /  8.00°_11.00m/s, y (m), Iteration 2 / TriUni /  9.00°_11.00m/s, y (m), Iteration 2 / TriUni / 10.00°_11.00m/s, y (m), Iteration 2 / TriUni / 11.00°_11.00m/s, y (m), Iteration 2 / TriUni / 12.00°_11.00m/s, y (m), Iteration 2 / TriUni / 13.00°_11.00m/s, y (m), Iteration 2 / TriUni / 14.00°_11.00m/s, y (m), Iteration 2 / TriUni / 15.00°_11.00m/s, y (m), Iteration 2 / TriUni / 16.00°_11.00m/s, y (m), Iteration 2 / TriUni / 17.00°_11.00m/s, y (m), Iteration 2 / TriUni / 18.00°_11.00m/s, y (m), Iteration 2 / TriUni / 19.00°_11.00m/s, y (m), Iteration 2 / TriUni / 20.00°_11.00m/s, y (m), Iteration 2 / TriUni / ctrl=0- 2.07°_13.05m/s, 
  -0.03014346,     -3.004918,  -0.03014346,     -2.859975,  -0.03014346,     -2.711321,  -0.03014346,     -2.559136,  -0.03014346,     -2.403605,  -0.03014346,     -2.244918,  -0.03014346,     -2.083268,  -0.03014346,     -1.918853,  -0.03014346,     -1.751872,  -0.03014346,     -1.582529,  -0.03014346,      -1.41103,  -0.03014346,     -1.237585,  -0.03014346,     -1.062404,  -0.03014346,    -0.8857012,  -0.03014346,    -0.7076915,  -0.03014346,     -0.528592,  -0.03014346,    -0.3486209,  -0.03014346,    -0.1679973,  -0.03014346,    0.01305852,  -0.03014346,     0.1943261,  -0.03014346,     0.3755846,  -0.03014346,     0.5566131,  -0.03014346,     0.7371912,  -0.03014346,     0.9170987,  -0.03014346,      1.096117,  -0.03014346,      1.274027,  -0.03014346,      1.450612,  -0.03014346,      1.625658,  -0.03014346,      1.798951,  -0.03014346,      1.970279,  -0.03014346,      2.139435,  -0.03014346,      2.306212,  -0.03014346,      2.470407,  -0.03014346,      2.631819,  -0.03014346,      2.790253,  -0.03014346,      2.945515,  -0.03014346,      3.097416,  -0.03014346,      3.245771,  -0.03014346,      3.390399,  -0.03014346,      3.531124,  -0.03014346,      3.667775,  -0.03014346,      1.055703,
            0,     -3.298915,            0,     -3.136911,            0,     -2.970798,            0,      -2.80078,            0,     -2.627063,            0,      -2.44986,            0,     -2.269384,            0,     -2.085858,            0,     -1.899504,            0,     -1.710549,            0,     -1.519224,            0,     -1.325761,            0,     -1.130397,            0,    -0.9333688,            0,    -0.7349173,            0,     -0.535284,            0,    -0.3347122,            0,    -0.1334461,            0,    0.06826903,            0,     0.2701874,            0,     0.4720629,            0,     0.6736498,            0,     0.8747023,            0,      1.074976,            0,      1.274226,            0,      1.472209,            0,      1.668686,            0,      1.863416,            0,      2.056162,            0,       2.24669,            0,      2.434767,            0,      2.620163,            0,      2.802654,            0,      2.982017,            0,      3.158033,            0,      3.330488,            0,      3.499171,            0,      3.663878,            0,      3.824407,            0,      3.980564,            0,      4.132157,            0,      1.251295,
   0.03014346,     -3.004918,   0.03014346,     -2.859975,   0.03014346,     -2.711321,   0.03014346,     -2.559136,   0.03014346,     -2.403605,   0.03014346,     -2.244918,   0.03014346,     -2.083268,   0.03014346,     -1.918853,   0.03014346,     -1.751872,   0.03014346,     -1.582529,   0.03014346,      -1.41103,   0.03014346,     -1.237585,   0.03014346,     -1.062404,   0.03014346,    -0.8857012,   0.03014346,    -0.7076915,   0.03014346,     -0.528592,   0.03014346,    -0.3486209,   0.03014346,    -0.1679973,   0.03014346,    0.01305852,   0.03014346,     0.1943261,   0.03014346,     0.3755846,   0.03014346,     0.5566131,   0.03014346,     0.7371912,   0.03014346,     0.9170987,   0.03014346,      1.096117,   0.03014346,      1.274027,   0.03014346,      1.450612,   0.03014346,      1.625658,   0.03014346,      1.798951,   0.03014346,      1.970279,   0.03014346,      2.139435,   0.03014346,      2.306212,   0.03014346,      2.470407,   0.03014346,      2.631819,   0.03014346,      2.790253,   0.03014346,      2.945515,   0.03014346,      3.097416,   0.03014346,      3.245771,   0.03014346,      3.390399,   0.03014346,      3.531124,   0.03014346,      3.667775,   0.03014346,      1.055703,
   0.08574175,     -2.510537,   0.08574175,     -2.393275,   0.08574175,     -2.272955,   0.08574175,     -2.149724,   0.08574175,     -2.023733,   0.08574175,     -1.895135,   0.08574175,     -1.764086,   0.08574175,     -1.630746,   0.08574175,     -1.495278,   0.08574175,     -1.357846,   0.08574175,     -1.218619,   0.08574175,     -1.077765,   0.08574175,    -0.9354566,   0.08574175,    -0.7918669,   0.08574175,    -0.6471709,   0.08574175,    -0.5015448,   0.08574175,    -0.3551661,   0.08574175,    -0.2082131,   0.08574175,   -0.06086488,   0.08574175,     0.0866991,   0.08574175,      0.234299,   0.08574175,     0.3817551,   0.08574175,     0.5288876,   0.08574175,     0.6755173,   0.08574175,     0.8214656,   0.08574175,     0.9665547,   0.08574175,      1.110608,   0.08574175,      1.253449,   0.08574175,      1.394905,   0.08574175,      1.534803,   0.08574175,      1.672973,   0.08574175,      1.809246,   0.08574175,      1.943456,   0.08574175,       2.07544,   0.08574175,      2.205037,   0.08574175,      2.332089,   0.08574175,      2.456442,   0.08574175,      2.577943,   0.08574175,      2.696445,   0.08574175,      2.811803,   0.08574175,      2.923877,   0.08574175,     0.7591722,
    0.1308535,     -2.142047,    0.1308535,      -2.04469,    0.1308535,     -1.944756,    0.1308535,     -1.842366,    0.1308535,     -1.737644,    0.1308535,     -1.630719,    0.1308535,     -1.521721,    0.1308535,     -1.410782,    0.1308535,     -1.298037,    0.1308535,     -1.183624,    0.1308535,     -1.067683,    0.1308535,    -0.9503547,    0.1308535,    -0.8317817,    0.1308535,    -0.7121086,    0.1308535,    -0.5914814,    0.1308535,     -0.470047,    0.1308535,    -0.3479533,    0.1308535,    -0.2253491,    0.1308535,    -0.1023837,    0.1308535,    0.02079298,    0.1308535,     0.1440309,    0.1308535,       0.26718,    0.1308535,     0.3900901,    0.1308535,     0.5126115,    0.1308535,      0.634595,    0.1308535,     0.7558919,    0.1308535,     0.8763545,    0.1308535,      0.995836,    0.1308535,      1.114191,    0.1308535,      1.231275,    0.1308535,      1.346945,    0.1308535,      1.461061,    0.1308535,      1.573483,    0.1308535,      1.684075,    0.1308535,      1.792702,    0.1308535,      1.899231,    0.1308535,      2.003533,    0.1308535,      2.105481,    0.1308535,       2.20495,    0.1308535,      2.301819,    0.1308535,       2.39597,    0.1308535,     0.5613917,
    0.1612613,      -1.91052,    0.1612613,     -1.825286,    0.1612613,     -1.737772,    0.1612613,     -1.648084,    0.1612613,     -1.556331,    0.1612613,     -1.462624,    0.1612613,     -1.367079,    0.1612613,     -1.269812,    0.1612613,      -1.17094,    0.1612613,     -1.070585,    0.1612613,     -0.968869,    0.1612613,    -0.8659155,    0.1612613,    -0.7618501,    0.1612613,    -0.6567996,    0.1612613,    -0.5508921,    0.1612613,    -0.4442564,    0.1612613,    -0.3370226,    0.1612613,    -0.2293214,    0.1612613,    -0.1212838,    0.1612613,   -0.01304159,    0.1612613,     0.0952734,    0.1612613,     0.2035292,    0.1612613,     0.3115939,    0.1612613,     0.4193359,    0.1612613,     0.5266239,    0.1612613,     0.6333271,    0.1612613,     0.7393156,    0.1612613,     0.8444603,    0.1612613,      0.948633,    0.1612613,      1.051707,    0.1612613,      1.153556,    0.1612613,      1.254057,    0.1612613,      1.353087,    0.1612613,      1.450525,    0.1612613,      1.546253,    0.1612613,      1.640154,    0.1612613,      1.732113,    0.1612613,      1.822019,    0.1612613,      1.909762,    0.1612613,      1.995236,    0.1612613,      2.078335,    0.1612613,     0.4494224,
    0.1935136,     -1.674672,    0.1935136,     -1.601565,    0.1935136,     -1.526478,    0.1935136,     -1.449502,    0.1935136,      -1.37073,    0.1935136,     -1.290259,    0.1935136,     -1.208186,    0.1935136,     -1.124612,    0.1935136,     -1.039638,    0.1935136,    -0.9533684,    0.1935136,    -0.8659076,    0.1935136,    -0.7773624,    0.1935136,    -0.6878407,    0.1935136,    -0.5974515,    0.1935136,     -0.506305,    0.1935136,    -0.4145122,    0.1935136,    -0.3221849,    0.1935136,    -0.2294357,    0.1935136,    -0.1363774,    0.1935136,   -0.04312364,    0.1935136,    0.05021214,    0.1935136,     0.1435162,    0.1935136,     0.2366748,    0.1935136,     0.3295745,    0.1935136,     0.4221021,    0.1935136,     0.5141449,    0.1935136,     0.6055907,    0.1935136,     0.6963281,    0.1935136,     0.7862466,    0.1935136,     0.8752366,    0.1935136,     0.9631897,    0.1935136,      1.049999,    0.1935136,      1.135558,    0.1935136,      1.219763,    0.1935136,      1.302512,    0.1935136,      1.383703,    0.1935136,      1.463237,    0.1935136,      1.541019,    0.1935136,      1.616952,    0.1935136,      1.690945,    0.1935136,      1.762907,    0.1935136,     0.3424811,
    0.2365169,     -1.386114,    0.2365169,     -1.327285,    0.2365169,     -1.266836,    0.2365169,      -1.20484,    0.2365169,     -1.141374,    0.2365169,     -1.076514,    0.2365169,      -1.01034,    0.2365169,    -0.9429314,    0.2365169,    -0.8743714,    0.2365169,    -0.8047431,    0.2365169,    -0.7341315,    0.2365169,    -0.6626226,    0.2365169,    -0.5903034,    0.2365169,    -0.5172621,    0.2365169,    -0.4435877,    0.2365169,    -0.3693699,    0.2365169,    -0.2946992,    0.2365169,    -0.2196665,    0.2365169,    -0.1443633,    0.2365169,   -0.06888124,    0.2365169,   0.006687657,    0.2365169,    0.08225133,    0.2365169,     0.1577177,    0.2365169,     0.2329949,    0.2365169,     0.3079911,    0.2365169,     0.3826149,    0.2365169,     0.4567756,    0.2365169,     0.5303827,    0.2365169,     0.6033465,    0.2365169,     0.6755781,    0.2365169,     0.7469896,    0.2365169,     0.8174939,    0.2365169,     0.8870051,    0.2365169,     0.9554386,    0.2365169,      1.022711,    0.2365169,       1.08874,    0.2365169,      1.153446,    0.2365169,      1.216749,    0.2365169,      1.278573,    0.2365169,      1.338842,    0.2365169,      1.397483,    0.2365169,      0.229576,
    0.2795201,     -1.123885,    0.2795201,     -1.077517,    0.2795201,     -1.029851,    0.2795201,     -0.980945,    0.2795201,    -0.9308585,    0.2795201,    -0.8796526,    0.2795201,    -0.8273897,    0.2795201,    -0.7741334,    0.2795201,    -0.7199486,    0.2795201,    -0.6649014,    0.2795201,    -0.6090588,    0.2795201,    -0.5524888,    0.2795201,    -0.4952604,    0.2795201,    -0.4374433,    0.2795201,    -0.3791079,    0.2795201,    -0.3203254,    0.2795201,    -0.2611672,    0.2795201,    -0.2017056,    0.2795201,    -0.1420129,    0.2795201,   -0.08216185,    0.2795201,   -0.02222541,    0.2795201,    0.03772342,    0.2795201,     0.0976116,    0.2795201,     0.1573662,    0.2795201,     0.2169143,    0.2795201,     0.2761835,    0.2795201,     0.3351015,    0.2795201,     0.3935965,    0.2795201,     0.4515973,    0.2795201,     0.5090333,    0.2795201,     0.5658343,    0.2795201,     0.6219313,    0.2795201,     0.6772559,    0.2795201,     0.7317406,    0.2795201,     0.7853191,    0.2795201,     0.8379262,    0.2795201,     0.8894977,    0.2795201,     0.9399708,    0.2795201,     0.9892839,    0.2795201,      1.037377,    0.2795201,      1.084192,    0.2795201,     0.1434142,
    0.3225234,    -0.8885789,    0.3225234,    -0.8529437,    0.3225234,    -0.8162941,    0.3225234,    -0.7786748,    0.3225234,    -0.7401316,    0.3225234,    -0.7007115,    0.3225234,    -0.6604626,    0.3225234,    -0.6194337,    0.3225234,    -0.5776751,    0.3225234,    -0.5352374,    0.3225234,    -0.4921725,    0.3225234,    -0.4485327,    0.3225234,    -0.4043713,    0.3225234,    -0.3597421,    0.3225234,    -0.3146994,    0.3225234,    -0.2692981,    0.3225234,    -0.2235935,    0.3225234,    -0.1776413,    0.3225234,    -0.1314976,    0.3225234,   -0.08521841,    0.3225234,   -0.03886026,    0.3225234,   0.007520411,    0.3225234,     0.0538671,    0.3225234,     0.1001233,    0.3225234,     0.1462328,    0.3225234,     0.1921392,    0.3225234,     0.2377867,    0.3225234,     0.2831197,    0.3225234,     0.3280829,    0.3225234,     0.3726216,    0.3225234,     0.4166815,    0.3225234,     0.4602089,    0.3225234,     0.5031508,    0.3225234,     0.5454548,    0.3225234,     0.5870695,    0.3225234,     0.6279441,    0.3225234,     0.6680288,    0.3225234,     0.7072748,    0.3225234,     0.7456342,    0.3225234,     0.7830604,    0.3225234,     0.8195078,    0.3225234,    0.08048436,
    0.3631375,    -0.6923335,    0.3631375,     -0.665296,    0.3631375,    -0.6374766,    0.3631375,    -0.6089092,    0.3631375,    -0.5796286,    0.3631375,    -0.5496705,    0.3631375,    -0.5190713,    0.3631375,    -0.4878683,    0.3631375,    -0.4560996,    0.3631375,    -0.4238039,    0.3631375,    -0.3910204,    0.3631375,    -0.3577893,    0.3631375,    -0.3241508,    0.3631375,    -0.2901461,    0.3631375,    -0.2558165,    0.3631375,    -0.2212039,    0.3631375,    -0.1863505,    0.3631375,    -0.1512987,    0.3631375,    -0.1160912,    0.3631375,   -0.08077086,    0.3631375,   -0.04538079,    0.3631375,  -0.009964092,    0.3631375,     0.0254361,    0.3631375,    0.06077665,    0.3631375,    0.09601451,    0.3631375,     0.1311067,    0.3631375,     0.1660106,    0.3631375,     0.2006835,    0.3631375,     0.2350833,    0.3631375,      0.269168,    0.3631375,     0.3028962,    0.3631375,     0.3362266,    0.3631375,     0.3691188,    0.3631375,     0.4015326,    0.3631375,     0.4334285,    0.3631375,     0.4647677,    0.3631375,     0.4955121,    0.3631375,      0.525624,    0.3631375,      0.555067,    0.3631375,      0.583805,    0.3631375,     0.6118031,    0.3631375,    0.03936782,
    0.4013625,    -0.5297349,    0.4013625,     -0.509577,    0.4013625,    -0.4888268,    0.4013625,    -0.4675097,    0.4013625,    -0.4456516,    0.4013625,    -0.4232791,    0.4013625,    -0.4004195,    0.4013625,    -0.3771007,    0.4013625,     -0.353351,    0.4013625,    -0.3291994,    0.4013625,    -0.3046753,    0.4013625,    -0.2798086,    0.4013625,    -0.2546296,    0.4013625,     -0.229169,    0.4013625,    -0.2034577,    0.4013625,    -0.1775272,    0.4013625,    -0.1514089,    0.4013625,    -0.1251348,    0.4013625,   -0.09873682,    0.4013625,   -0.07224713,    0.4013625,   -0.04569801,    0.4013625,   -0.01912181,    0.4013625,   0.007449099,    0.4013625,    0.03398234,    0.4013625,    0.06044559,    0.4013625,     0.0868066,    0.4013625,     0.1130333,    0.4013625,     0.1390936,    0.4013625,     0.1649559,    0.4013625,     0.1905886,    0.4013625,     0.2159606,    0.4013625,     0.2410408,    0.4013625,     0.2657988,    0.4013625,     0.2902043,    0.4013625,     0.3142277,    0.4013625,     0.3378396,    0.4013625,     0.3610114,    0.4013625,     0.3837147,    0.4013625,      0.405922,    0.4013625,      0.427606,    0.4013625,     0.4487406,    0.4013625,    0.01316325,
    0.4395875,    -0.3893775,    0.4395875,    -0.3749513,    0.4395875,    -0.3600942,    0.4395875,    -0.3448243,    0.4395875,    -0.3291602,    0.4395875,    -0.3131211,    0.4395875,    -0.2967264,    0.4395875,    -0.2799961,    0.4395875,    -0.2629506,    0.4395875,    -0.2456106,    0.4395875,    -0.2279974,    0.4395875,    -0.2101324,    0.4395875,    -0.1920372,    0.4395875,     -0.173734,    0.4395875,    -0.1552451,    0.4395875,     -0.136593,    0.4395875,    -0.1178004,    0.4395875,   -0.09889026,    0.4395875,   -0.07988554,    0.4395875,   -0.06080942,    0.4395875,   -0.04168516,    0.4395875,   -0.02253604,    0.4395875,   -0.00338541,    0.4395875,    0.01574341,    0.4395875,    0.03482712,    0.4395875,    0.05384246,    0.4395875,    0.07276626,    0.4395875,    0.09157547,    0.4395875,     0.1102472,    0.4395875,     0.1287586,    0.4395875,     0.1470873,    0.4395875,     0.1652108,    0.4395875,      0.183107,    0.4395875,     0.2007543,    0.4395875,      0.218131,    0.4395875,      0.235216,    0.4395875,     0.2519886,    0.4395875,     0.2684281,    0.4395875,     0.2845147,    0.4395875,     0.3002288,    0.4395875,     0.3155511,    0.4395875,  -0.002833114,
    0.4778125,    -0.2712245,    0.4778125,    -0.2614503,    0.4778125,    -0.2513791,    0.4778125,    -0.2410231,    0.4778125,     -0.230395,    0.4778125,    -0.2195078,    0.4778125,    -0.2083746,    0.4778125,    -0.1970091,    0.4778125,     -0.185425,    0.4778125,    -0.1736366,    0.4778125,    -0.1616582,    0.4778125,    -0.1495043,    0.4778125,    -0.1371898,    0.4778125,    -0.1247296,    0.4778125,    -0.1121391,    0.4778125,   -0.09943341,    0.4778125,   -0.08662813,    0.4778125,   -0.07373882,    0.4778125,    -0.0607812,    0.4778125,   -0.04777105,    0.4778125,   -0.03472423,    0.4778125,   -0.02165662,    0.4778125,  -0.008584146,    0.4778125,    0.00447726,    0.4778125,    0.01751169,    0.4778125,    0.03050326,    0.4778125,    0.04343614,    0.4778125,    0.05629458,    0.4778125,     0.0690629,    0.4778125,    0.08172556,    0.4778125,    0.09426713,    0.4778125,     0.1066723,    0.4778125,      0.118926,    0.4778125,     0.1310133,    0.4778125,     0.1429195,    0.4778125,       0.15463,    0.4778125,     0.1661305,    0.4778125,     0.1774072,    0.4778125,     0.1884462,    0.4778125,     0.1992341,    0.4778125,     0.2097577,    0.4778125,   -0.01076258,
    0.5160375,    -0.1751108,    0.5160375,    -0.1689799,    0.5160375,    -0.1626593,    0.5160375,    -0.1561567,    0.5160375,    -0.1494801,    0.5160375,    -0.1426374,    0.5160375,    -0.1356371,    0.5160375,    -0.1284878,    0.5160375,     -0.121198,    0.5160375,    -0.1137768,    0.5160375,    -0.1062331,    0.5160375,   -0.09857608,    0.5160375,   -0.09081516,    0.5160375,   -0.08295975,    0.5160375,   -0.07501943,    0.5160375,   -0.06700387,    0.5160375,   -0.05892283,    0.5160375,   -0.05078617,    0.5160375,   -0.04260379,    0.5160375,   -0.03438566,    0.5160375,   -0.02614179,    0.5160375,   -0.01788224,    0.5160375,  -0.009617057,    0.5160375,  -0.001356317,    0.5160375,   0.006889916,    0.5160375,     0.0151116,    0.5160375,    0.02329871,    0.5160375,    0.03144127,    0.5160375,    0.03952937,    0.5160375,    0.04755315,    0.5160375,    0.05550283,    0.5160375,    0.06336874,    0.5160375,    0.07114128,    0.5160375,    0.07881098,    0.5160375,    0.08636851,    0.5160375,    0.09380465,    0.5160375,     0.1011103,    0.5160375,     0.1082767,    0.5160375,      0.115295,    0.5160375,     0.1221566,    0.5160375,     0.1288533,    0.5160375,   -0.01270108,
    0.5542625,    -0.1007174,    0.5542625,   -0.09729652,    0.5542625,   -0.09376775,    0.5542625,   -0.09013535,    0.5542625,   -0.08640376,    0.5542625,   -0.08257752,    0.5542625,    -0.0786613,    0.5542625,   -0.07465986,    0.5542625,   -0.07057808,    0.5542625,   -0.06642093,    0.5542625,   -0.06219348,    0.5542625,   -0.05790088,    0.5542625,   -0.05354836,    0.5542625,   -0.04914122,    0.5542625,   -0.04468483,    0.5542625,   -0.04018461,    0.5542625,   -0.03564607,    0.5542625,   -0.03107471,    0.5542625,   -0.02647612,    0.5542625,   -0.02185589,    0.5542625,   -0.01721965,    0.5542625,   -0.01257305,    0.5542625,  -0.007921762,    0.5542625,  -0.003271441,    0.5542625,   0.001372245,    0.5542625,   0.006003637,    0.5542625,    0.01061709,    0.5542625,    0.01520699,    0.5542625,    0.01976774,    0.5542625,    0.02429379,    0.5542625,    0.02877961,    0.5542625,    0.03321976,    0.5542625,     0.0376088,    0.5542625,    0.04194141,    0.5542625,    0.04621229,    0.5542625,    0.05041625,    0.5542625,    0.05454816,    0.5542625,    0.05860299,    0.5542625,    0.06257581,    0.5542625,    0.06646176,    0.5542625,    0.07025612,    0.5542625,   -0.01067966,
    0.5924875,   -0.04749945,    0.5924875,   -0.04593731,    0.5924875,   -0.04432486,    0.5924875,   -0.04266405,    0.5924875,   -0.04095692,    0.5924875,   -0.03920555,    0.5924875,   -0.03741206,    0.5924875,   -0.03557865,    0.5924875,   -0.03370754,    0.5924875,   -0.03180102,    0.5924875,   -0.02986141,    0.5924875,   -0.02789107,    0.5924875,    -0.0258924,    0.5924875,   -0.02386784,    0.5924875,   -0.02181985,    0.5924875,   -0.01975094,    0.5924875,   -0.01766361,    0.5924875,   -0.01556042,    0.5924875,   -0.01344392,    0.5924875,    -0.0113167,    0.5924875,  -0.009181346,    0.5924875,  -0.007040458,    0.5924875,  -0.004896646,    0.5924875,  -0.002752521,    0.5924875, -0.0006106972,    0.5924875,   0.001526217,    0.5924875,   0.003655619,    0.5924875,   0.005774912,    0.5924875,   0.007881516,    0.5924875,   0.009972865,    0.5924875,    0.01204641,    0.5924875,    0.01409962,    0.5924875,       0.01613,    0.5924875,    0.01813508,    0.5924875,    0.02011241,    0.5924875,    0.02205958,    0.5924875,    0.02397422,    0.5924875,    0.02585399,    0.5924875,    0.02769662,    0.5924875,    0.02949985,    0.5924875,    0.03126148,    0.5924875,  -0.006675122,
    0.6307125,   -0.01451662,    0.6307125,   -0.01405559,    0.6307125,   -0.01357937,    0.6307125,   -0.01308854,    0.6307125,   -0.01258369,    0.6307125,   -0.01206545,    0.6307125,   -0.01153444,    0.6307125,   -0.01099132,    0.6307125,   -0.01043673,    0.6307125,  -0.009871371,    0.6307125,  -0.009295914,    0.6307125,  -0.008711066,    0.6307125,  -0.008117539,    0.6307125,  -0.007516057,    0.6307125,  -0.006907351,    0.6307125,  -0.006292164,    0.6307125,  -0.005671246,    0.6307125,  -0.005045352,    0.6307125,  -0.004415245,    0.6307125,  -0.003781693,    0.6307125,  -0.003145468,    0.6307125,  -0.002507345,    0.6307125,  -0.001868101,    0.6307125,  -0.001228516,    0.6307125, -0.0005893676,    0.6307125,  4.856423e-05,    0.6307125,  0.0006845027,    0.6307125,   0.001317673,    0.6307125,   0.001947304,    0.6307125,   0.002572628,    0.6307125,   0.003192883,    0.6307125,   0.003807314,    0.6307125,   0.004415172,    0.6307125,   0.005015717,    0.6307125,   0.005608217,    0.6307125,    0.00619195,    0.6307125,   0.006766205,    0.6307125,   0.007330281,    0.6307125,   0.007883493,    0.6307125,   0.008425166,    0.6307125,    0.00895464,    0.6307125,  -0.002564616,
    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,    0.6689375,             0,

